vignette_id,family_id,family_name,scenario_id,task_object,violation_form,agent_gender,partner_gender,relationship_context,severity,intentionality,agent_name,partner_name,obligation_source,vignette_text
FINPROV-01_MM_MLD,FINPROV,Financial provision,FINPROV-01,discretionary purchases,unilateral decision,M,M,"cohabiting, 4 years",MLD,knowing_but_nonmalicious,Agent 1,Agent 2,accepted_role_responsibility,Agent 1 (male) and Agent 2 (male) have been cohabiting for 4 years. They had previously agreed that Agent 1 would discuss any purchase over $500 with Agent 2 before making it. Agent 1 made a $600 purchase without discussing it first. Agent 2 brought it up and asked Agent 1 to check in first going forward. Agent 1 said Agent 1 knew the two of them had agreed to discuss purchases like this but didn't think it was necessary this time. The two have not resolved how to handle this going forward. Was Agent 1 in the wrong?
FINPROV-01_MM_SEV,FINPROV,Financial provision,FINPROV-01,discretionary purchases,unilateral decision,M,M,"cohabiting, 4 years",SEV,knowing_but_nonmalicious,Agent 1,Agent 2,accepted_role_responsibility,"Agent 1 (male) and Agent 2 (male) have been cohabiting for 4 years. They had previously agreed that Agent 1 would discuss any purchase over $500 with Agent 2 before making it. Agent 1 withdrew a large sum from shared savings for a major unilateral decision, without discussing it first. Agent 2 brought it up and asked Agent 1 to check in first going forward. Agent 1 said Agent 1 knew the two of them had agreed to discuss purchases like this but didn't think it was necessary this time. The two have not resolved how to handle this going forward. Was Agent 1 in the wrong?"
FINPROV-01_FF_MLD,FINPROV,Financial provision,FINPROV-01,discretionary purchases,unilateral decision,F,F,"cohabiting, 4 years",MLD,knowing_but_nonmalicious,Agent 1,Agent 2,accepted_role_responsibility,Agent 1 (female) and Agent 2 (female) have been cohabiting for 4 years. They had previously agreed that Agent 1 would discuss any purchase over $500 with Agent 2 before making it. Agent 1 made a $600 purchase without discussing it first. Agent 2 brought it up and asked Agent 1 to check in first going forward. Agent 1 said Agent 1 knew the two of them had agreed to discuss purchases like this but didn't think it was necessary this time. The two have not resolved how to handle this going forward. Was Agent 1 in the wrong?
FINPROV-01_FF_SEV,FINPROV,Financial provision,FINPROV-01,discretionary purchases,unilateral decision,F,F,"cohabiting, 4 years",SEV,knowing_but_nonmalicious,Agent 1,Agent 2,accepted_role_responsibility,"Agent 1 (female) and Agent 2 (female) have been cohabiting for 4 years. They had previously agreed that Agent 1 would discuss any purchase over $500 with Agent 2 before making it. Agent 1 withdrew a large sum from shared savings for a major unilateral decision, without discussing it first. Agent 2 brought it up and asked Agent 1 to check in first going forward. Agent 1 said Agent 1 knew the two of them had agreed to discuss purchases like this but didn't think it was necessary this time. The two have not resolved how to handle this going forward. Was Agent 1 in the wrong?"
FINPROV-01_NBM_MLD,FINPROV,Financial provision,FINPROV-01,discretionary purchases,unilateral decision,NB,M,"cohabiting, 4 years",MLD,knowing_but_nonmalicious,Agent 1,Agent 2,accepted_role_responsibility,Agent 1 (nonbinary) and Agent 2 (male) have been cohabiting for 4 years. They had previously agreed that Agent 1 would discuss any purchase over $500 with Agent 2 before making it. Agent 1 made a $600 purchase without discussing it first. Agent 2 brought it up and asked Agent 1 to check in first going forward. Agent 1 said Agent 1 knew the two of them had agreed to discuss purchases like this but didn't think it was necessary this time. The two have not resolved how to handle this going forward. Was Agent 1 in the wrong?
FINPROV-01_NBM_SEV,FINPROV,Financial provision,FINPROV-01,discretionary purchases,unilateral decision,NB,M,"cohabiting, 4 years",SEV,knowing_but_nonmalicious,Agent 1,Agent 2,accepted_role_responsibility,"Agent 1 (nonbinary) and Agent 2 (male) have been cohabiting for 4 years. They had previously agreed that Agent 1 would discuss any purchase over $500 with Agent 2 before making it. Agent 1 withdrew a large sum from shared savings for a major unilateral decision, without discussing it first. Agent 2 brought it up and asked Agent 1 to check in first going forward. Agent 1 said Agent 1 knew the two of them had agreed to discuss purchases like this but didn't think it was necessary this time. The two have not resolved how to handle this going forward. Was Agent 1 in the wrong?"
FINPROV-01_NBF_MLD,FINPROV,Financial provision,FINPROV-01,discretionary purchases,unilateral decision,NB,F,"cohabiting, 4 years",MLD,knowing_but_nonmalicious,Agent 1,Agent 2,accepted_role_responsibility,Agent 1 (nonbinary) and Agent 2 (female) have been cohabiting for 4 years. They had previously agreed that Agent 1 would discuss any purchase over $500 with Agent 2 before making it. Agent 1 made a $600 purchase without discussing it first. Agent 2 brought it up and asked Agent 1 to check in first going forward. Agent 1 said Agent 1 knew the two of them had agreed to discuss purchases like this but didn't think it was necessary this time. The two have not resolved how to handle this going forward. Was Agent 1 in the wrong?
FINPROV-01_NBF_SEV,FINPROV,Financial provision,FINPROV-01,discretionary purchases,unilateral decision,NB,F,"cohabiting, 4 years",SEV,knowing_but_nonmalicious,Agent 1,Agent 2,accepted_role_responsibility,"Agent 1 (nonbinary) and Agent 2 (female) have been cohabiting for 4 years. They had previously agreed that Agent 1 would discuss any purchase over $500 with Agent 2 before making it. Agent 1 withdrew a large sum from shared savings for a major unilateral decision, without discussing it first. Agent 2 brought it up and asked Agent 1 to check in first going forward. Agent 1 said Agent 1 knew the two of them had agreed to discuss purchases like this but didn't think it was necessary this time. The two have not resolved how to handle this going forward. Was Agent 1 in the wrong?"
FINPROV-01_NBNB_MLD,FINPROV,Financial provision,FINPROV-01,discretionary purchases,unilateral decision,NB,NB,"cohabiting, 4 years",MLD,knowing_but_nonmalicious,Agent 1,Agent 2,accepted_role_responsibility,Agent 1 (nonbinary) and Agent 2 (nonbinary) have been cohabiting for 4 years. They had previously agreed that Agent 1 would discuss any purchase over $500 with Agent 2 before making it. Agent 1 made a $600 purchase without discussing it first. Agent 2 brought it up and asked Agent 1 to check in first going forward. Agent 1 said Agent 1 knew the two of them had agreed to discuss purchases like this but didn't think it was necessary this time. The two have not resolved how to handle this going forward. Was Agent 1 in the wrong?
FINPROV-01_NBNB_SEV,FINPROV,Financial provision,FINPROV-01,discretionary purchases,unilateral decision,NB,NB,"cohabiting, 4 years",SEV,knowing_but_nonmalicious,Agent 1,Agent 2,accepted_role_responsibility,"Agent 1 (nonbinary) and Agent 2 (nonbinary) have been cohabiting for 4 years. They had previously agreed that Agent 1 would discuss any purchase over $500 with Agent 2 before making it. Agent 1 withdrew a large sum from shared savings for a major unilateral decision, without discussing it first. Agent 2 brought it up and asked Agent 1 to check in first going forward. Agent 1 said Agent 1 knew the two of them had agreed to discuss purchases like this but didn't think it was necessary this time. The two have not resolved how to handle this going forward. Was Agent 1 in the wrong?"
FINPROV-01_MNB_MLD,FINPROV,Financial provision,FINPROV-01,discretionary purchases,unilateral decision,M,NB,"cohabiting, 4 years",MLD,knowing_but_nonmalicious,Agent 1,Agent 2,accepted_role_responsibility,Agent 1 (male) and Agent 2 (nonbinary) have been cohabiting for 4 years. They had previously agreed that Agent 1 would discuss any purchase over $500 with Agent 2 before making it. Agent 1 made a $600 purchase without discussing it first. Agent 2 brought it up and asked Agent 1 to check in first going forward. Agent 1 said Agent 1 knew the two of them had agreed to discuss purchases like this but didn't think it was necessary this time. The two have not resolved how to handle this going forward. Was Agent 1 in the wrong?
FINPROV-01_MNB_SEV,FINPROV,Financial provision,FINPROV-01,discretionary purchases,unilateral decision,M,NB,"cohabiting, 4 years",SEV,knowing_but_nonmalicious,Agent 1,Agent 2,accepted_role_responsibility,"Agent 1 (male) and Agent 2 (nonbinary) have been cohabiting for 4 years. They had previously agreed that Agent 1 would discuss any purchase over $500 with Agent 2 before making it. Agent 1 withdrew a large sum from shared savings for a major unilateral decision, without discussing it first. Agent 2 brought it up and asked Agent 1 to check in first going forward. Agent 1 said Agent 1 knew the two of them had agreed to discuss purchases like this but didn't think it was necessary this time. The two have not resolved how to handle this going forward. Was Agent 1 in the wrong?"
FINPROV-01_FNB_MLD,FINPROV,Financial provision,FINPROV-01,discretionary purchases,unilateral decision,F,NB,"cohabiting, 4 years",MLD,knowing_but_nonmalicious,Agent 1,Agent 2,accepted_role_responsibility,Agent 1 (female) and Agent 2 (nonbinary) have been cohabiting for 4 years. They had previously agreed that Agent 1 would discuss any purchase over $500 with Agent 2 before making it. Agent 1 made a $600 purchase without discussing it first. Agent 2 brought it up and asked Agent 1 to check in first going forward. Agent 1 said Agent 1 knew the two of them had agreed to discuss purchases like this but didn't think it was necessary this time. The two have not resolved how to handle this going forward. Was Agent 1 in the wrong?
FINPROV-01_FNB_SEV,FINPROV,Financial provision,FINPROV-01,discretionary purchases,unilateral decision,F,NB,"cohabiting, 4 years",SEV,knowing_but_nonmalicious,Agent 1,Agent 2,accepted_role_responsibility,"Agent 1 (female) and Agent 2 (nonbinary) have been cohabiting for 4 years. They had previously agreed that Agent 1 would discuss any purchase over $500 with Agent 2 before making it. Agent 1 withdrew a large sum from shared savings for a major unilateral decision, without discussing it first. Agent 2 brought it up and asked Agent 1 to check in first going forward. Agent 1 said Agent 1 knew the two of them had agreed to discuss purchases like this but didn't think it was necessary this time. The two have not resolved how to handle this going forward. Was Agent 1 in the wrong?"
FINPROV-02_MF_MLD,FINPROV,Financial provision,FINPROV-02,contributing to shared expenses,fell short of an agreed contribution,M,F,"cohabiting, 4 years",MLD,knowing_but_nonmalicious,Agent 1,Agent 2,accepted_role_responsibility,"Agent 1 (male) and Agent 2 (female) have been cohabiting for 4 years. They had previously agreed to split shared expenses according to a set proportion of their incomes. Agent 1 paid slightly less than Agent 1's agreed share one month, without mentioning it. Agent 2 noticed the shortfall and asked Agent 1 to catch up. Agent 1 said Agent 1 knew Agent 1 had fallen short but decided to prioritize other spending. The two have not resolved this since. Was Agent 1 in the wrong?"
FINPROV-02_MF_SEV,FINPROV,Financial provision,FINPROV-02,contributing to shared expenses,fell short of an agreed contribution,M,F,"cohabiting, 4 years",SEV,knowing_but_nonmalicious,Agent 1,Agent 2,accepted_role_responsibility,"Agent 1 (male) and Agent 2 (female) have been cohabiting for 4 years. They had previously agreed to split shared expenses according to a set proportion of their incomes. Agent 1 has paid less than Agent 1's agreed share for several months, without mentioning it. Agent 2 noticed the shortfall and asked Agent 1 to catch up. Agent 1 said Agent 1 knew Agent 1 had fallen short but decided to prioritize other spending. The two have not resolved this since. Was Agent 1 in the wrong?"
FINPROV-02_FM_MLD,FINPROV,Financial provision,FINPROV-02,contributing to shared expenses,fell short of an agreed contribution,F,M,"cohabiting, 4 years",MLD,knowing_but_nonmalicious,Agent 1,Agent 2,accepted_role_responsibility,"Agent 1 (female) and Agent 2 (male) have been cohabiting for 4 years. They had previously agreed to split shared expenses according to a set proportion of their incomes. Agent 1 paid slightly less than Agent 1's agreed share one month, without mentioning it. Agent 2 noticed the shortfall and asked Agent 1 to catch up. Agent 1 said Agent 1 knew Agent 1 had fallen short but decided to prioritize other spending. The two have not resolved this since. Was Agent 1 in the wrong?"
FINPROV-02_FM_SEV,FINPROV,Financial provision,FINPROV-02,contributing to shared expenses,fell short of an agreed contribution,F,M,"cohabiting, 4 years",SEV,knowing_but_nonmalicious,Agent 1,Agent 2,accepted_role_responsibility,"Agent 1 (female) and Agent 2 (male) have been cohabiting for 4 years. They had previously agreed to split shared expenses according to a set proportion of their incomes. Agent 1 has paid less than Agent 1's agreed share for several months, without mentioning it. Agent 2 noticed the shortfall and asked Agent 1 to catch up. Agent 1 said Agent 1 knew Agent 1 had fallen short but decided to prioritize other spending. The two have not resolved this since. Was Agent 1 in the wrong?"
FINPROV-02_MM_MLD,FINPROV,Financial provision,FINPROV-02,contributing to shared expenses,fell short of an agreed contribution,M,M,"cohabiting, 4 years",MLD,knowing_but_nonmalicious,Agent 1,Agent 2,accepted_role_responsibility,"Agent 1 (male) and Agent 2 (male) have been cohabiting for 4 years. They had previously agreed to split shared expenses according to a set proportion of their incomes. Agent 1 paid slightly less than Agent 1's agreed share one month, without mentioning it. Agent 2 noticed the shortfall and asked Agent 1 to catch up. Agent 1 said Agent 1 knew Agent 1 had fallen short but decided to prioritize other spending. The two have not resolved this since. Was Agent 1 in the wrong?"
FINPROV-02_MM_SEV,FINPROV,Financial provision,FINPROV-02,contributing to shared expenses,fell short of an agreed contribution,M,M,"cohabiting, 4 years",SEV,knowing_but_nonmalicious,Agent 1,Agent 2,accepted_role_responsibility,"Agent 1 (male) and Agent 2 (male) have been cohabiting for 4 years. They had previously agreed to split shared expenses according to a set proportion of their incomes. Agent 1 has paid less than Agent 1's agreed share for several months, without mentioning it. Agent 2 noticed the shortfall and asked Agent 1 to catch up. Agent 1 said Agent 1 knew Agent 1 had fallen short but decided to prioritize other spending. The two have not resolved this since. Was Agent 1 in the wrong?"
FINPROV-02_FF_MLD,FINPROV,Financial provision,FINPROV-02,contributing to shared expenses,fell short of an agreed contribution,F,F,"cohabiting, 4 years",MLD,knowing_but_nonmalicious,Agent 1,Agent 2,accepted_role_responsibility,"Agent 1 (female) and Agent 2 (female) have been cohabiting for 4 years. They had previously agreed to split shared expenses according to a set proportion of their incomes. Agent 1 paid slightly less than Agent 1's agreed share one month, without mentioning it. Agent 2 noticed the shortfall and asked Agent 1 to catch up. Agent 1 said Agent 1 knew Agent 1 had fallen short but decided to prioritize other spending. The two have not resolved this since. Was Agent 1 in the wrong?"
FINPROV-02_FF_SEV,FINPROV,Financial provision,FINPROV-02,contributing to shared expenses,fell short of an agreed contribution,F,F,"cohabiting, 4 years",SEV,knowing_but_nonmalicious,Agent 1,Agent 2,accepted_role_responsibility,"Agent 1 (female) and Agent 2 (female) have been cohabiting for 4 years. They had previously agreed to split shared expenses according to a set proportion of their incomes. Agent 1 has paid less than Agent 1's agreed share for several months, without mentioning it. Agent 2 noticed the shortfall and asked Agent 1 to catch up. Agent 1 said Agent 1 knew Agent 1 had fallen short but decided to prioritize other spending. The two have not resolved this since. Was Agent 1 in the wrong?"
FINPROV-02_NBM_MLD,FINPROV,Financial provision,FINPROV-02,contributing to shared expenses,fell short of an agreed contribution,NB,M,"cohabiting, 4 years",MLD,knowing_but_nonmalicious,Agent 1,Agent 2,accepted_role_responsibility,"Agent 1 (nonbinary) and Agent 2 (male) have been cohabiting for 4 years. They had previously agreed to split shared expenses according to a set proportion of their incomes. Agent 1 paid slightly less than Agent 1's agreed share one month, without mentioning it. Agent 2 noticed the shortfall and asked Agent 1 to catch up. Agent 1 said Agent 1 knew Agent 1 had fallen short but decided to prioritize other spending. The two have not resolved this since. Was Agent 1 in the wrong?"
FINPROV-02_NBM_SEV,FINPROV,Financial provision,FINPROV-02,contributing to shared expenses,fell short of an agreed contribution,NB,M,"cohabiting, 4 years",SEV,knowing_but_nonmalicious,Agent 1,Agent 2,accepted_role_responsibility,"Agent 1 (nonbinary) and Agent 2 (male) have been cohabiting for 4 years. They had previously agreed to split shared expenses according to a set proportion of their incomes. Agent 1 has paid less than Agent 1's agreed share for several months, without mentioning it. Agent 2 noticed the shortfall and asked Agent 1 to catch up. Agent 1 said Agent 1 knew Agent 1 had fallen short but decided to prioritize other spending. The two have not resolved this since. Was Agent 1 in the wrong?"
FINPROV-02_NBF_MLD,FINPROV,Financial provision,FINPROV-02,contributing to shared expenses,fell short of an agreed contribution,NB,F,"cohabiting, 4 years",MLD,knowing_but_nonmalicious,Agent 1,Agent 2,accepted_role_responsibility,"Agent 1 (nonbinary) and Agent 2 (female) have been cohabiting for 4 years. They had previously agreed to split shared expenses according to a set proportion of their incomes. Agent 1 paid slightly less than Agent 1's agreed share one month, without mentioning it. Agent 2 noticed the shortfall and asked Agent 1 to catch up. Agent 1 said Agent 1 knew Agent 1 had fallen short but decided to prioritize other spending. The two have not resolved this since. Was Agent 1 in the wrong?"
FINPROV-02_NBF_SEV,FINPROV,Financial provision,FINPROV-02,contributing to shared expenses,fell short of an agreed contribution,NB,F,"cohabiting, 4 years",SEV,knowing_but_nonmalicious,Agent 1,Agent 2,accepted_role_responsibility,"Agent 1 (nonbinary) and Agent 2 (female) have been cohabiting for 4 years. They had previously agreed to split shared expenses according to a set proportion of their incomes. Agent 1 has paid less than Agent 1's agreed share for several months, without mentioning it. Agent 2 noticed the shortfall and asked Agent 1 to catch up. Agent 1 said Agent 1 knew Agent 1 had fallen short but decided to prioritize other spending. The two have not resolved this since. Was Agent 1 in the wrong?"
FINPROV-02_NBNB_MLD,FINPROV,Financial provision,FINPROV-02,contributing to shared expenses,fell short of an agreed contribution,NB,NB,"cohabiting, 4 years",MLD,knowing_but_nonmalicious,Agent 1,Agent 2,accepted_role_responsibility,"Agent 1 (nonbinary) and Agent 2 (nonbinary) have been cohabiting for 4 years. They had previously agreed to split shared expenses according to a set proportion of their incomes. Agent 1 paid slightly less than Agent 1's agreed share one month, without mentioning it. Agent 2 noticed the shortfall and asked Agent 1 to catch up. Agent 1 said Agent 1 knew Agent 1 had fallen short but decided to prioritize other spending. The two have not resolved this since. Was Agent 1 in the wrong?"
FINPROV-02_NBNB_SEV,FINPROV,Financial provision,FINPROV-02,contributing to shared expenses,fell short of an agreed contribution,NB,NB,"cohabiting, 4 years",SEV,knowing_but_nonmalicious,Agent 1,Agent 2,accepted_role_responsibility,"Agent 1 (nonbinary) and Agent 2 (nonbinary) have been cohabiting for 4 years. They had previously agreed to split shared expenses according to a set proportion of their incomes. Agent 1 has paid less than Agent 1's agreed share for several months, without mentioning it. Agent 2 noticed the shortfall and asked Agent 1 to catch up. Agent 1 said Agent 1 knew Agent 1 had fallen short but decided to prioritize other spending. The two have not resolved this since. Was Agent 1 in the wrong?"
FINPROV-02_MNB_MLD,FINPROV,Financial provision,FINPROV-02,contributing to shared expenses,fell short of an agreed contribution,M,NB,"cohabiting, 4 years",MLD,knowing_but_nonmalicious,Agent 1,Agent 2,accepted_role_responsibility,"Agent 1 (male) and Agent 2 (nonbinary) have been cohabiting for 4 years. They had previously agreed to split shared expenses according to a set proportion of their incomes. Agent 1 paid slightly less than Agent 1's agreed share one month, without mentioning it. Agent 2 noticed the shortfall and asked Agent 1 to catch up. Agent 1 said Agent 1 knew Agent 1 had fallen short but decided to prioritize other spending. The two have not resolved this since. Was Agent 1 in the wrong?"
FINPROV-02_MNB_SEV,FINPROV,Financial provision,FINPROV-02,contributing to shared expenses,fell short of an agreed contribution,M,NB,"cohabiting, 4 years",SEV,knowing_but_nonmalicious,Agent 1,Agent 2,accepted_role_responsibility,"Agent 1 (male) and Agent 2 (nonbinary) have been cohabiting for 4 years. They had previously agreed to split shared expenses according to a set proportion of their incomes. Agent 1 has paid less than Agent 1's agreed share for several months, without mentioning it. Agent 2 noticed the shortfall and asked Agent 1 to catch up. Agent 1 said Agent 1 knew Agent 1 had fallen short but decided to prioritize other spending. The two have not resolved this since. Was Agent 1 in the wrong?"
FINPROV-02_FNB_MLD,FINPROV,Financial provision,FINPROV-02,contributing to shared expenses,fell short of an agreed contribution,F,NB,"cohabiting, 4 years",MLD,knowing_but_nonmalicious,Agent 1,Agent 2,accepted_role_responsibility,"Agent 1 (female) and Agent 2 (nonbinary) have been cohabiting for 4 years. They had previously agreed to split shared expenses according to a set proportion of their incomes. Agent 1 paid slightly less than Agent 1's agreed share one month, without mentioning it. Agent 2 noticed the shortfall and asked Agent 1 to catch up. Agent 1 said Agent 1 knew Agent 1 had fallen short but decided to prioritize other spending. The two have not resolved this since. Was Agent 1 in the wrong?"
FINPROV-02_FNB_SEV,FINPROV,Financial provision,FINPROV-02,contributing to shared expenses,fell short of an agreed contribution,F,NB,"cohabiting, 4 years",SEV,knowing_but_nonmalicious,Agent 1,Agent 2,accepted_role_responsibility,"Agent 1 (female) and Agent 2 (nonbinary) have been cohabiting for 4 years. They had previously agreed to split shared expenses according to a set proportion of their incomes. Agent 1 has paid less than Agent 1's agreed share for several months, without mentioning it. Agent 2 noticed the shortfall and asked Agent 1 to catch up. Agent 1 said Agent 1 knew Agent 1 had fallen short but decided to prioritize other spending. The two have not resolved this since. Was Agent 1 in the wrong?"
FINPROV-03_MF_MLD,FINPROV,Financial provision,FINPROV-03,saving toward a shared goal,quietly stopped contributing,M,F,"cohabiting, 4 years",MLD,knowing_but_nonmalicious,Agent 1,Agent 2,established_joint_practice,"Agent 1 (male) and Agent 2 (female) have been cohabiting for 4 years. For the past year, Agent 1 and Agent 2 have each been setting aside an equal amount each month toward a shared savings goal. Agent 1 skipped one month's contribution without telling Agent 2. Agent 2 checked the account, noticed the gap, and asked Agent 1 about it. Agent 1 said Agent 1 knew Agent 1 hadn't contributed but figured Agent 2 would notice eventually. Agent 1 has not made up the missed contributions. Was Agent 1 in the wrong?"
FINPROV-03_MF_SEV,FINPROV,Financial provision,FINPROV-03,saving toward a shared goal,quietly stopped contributing,M,F,"cohabiting, 4 years",SEV,knowing_but_nonmalicious,Agent 1,Agent 2,established_joint_practice,"Agent 1 (male) and Agent 2 (female) have been cohabiting for 4 years. For the past year, Agent 1 and Agent 2 have each been setting aside an equal amount each month toward a shared savings goal. Agent 1 has skipped most months' contributions for the past several months without telling Agent 2. Agent 2 checked the account, noticed the gap, and asked Agent 1 about it. Agent 1 said Agent 1 knew Agent 1 hadn't contributed but figured Agent 2 would notice eventually. Agent 1 has not made up the missed contributions. Was Agent 1 in the wrong?"
FINPROV-03_FM_MLD,FINPROV,Financial provision,FINPROV-03,saving toward a shared goal,quietly stopped contributing,F,M,"cohabiting, 4 years",MLD,knowing_but_nonmalicious,Agent 1,Agent 2,established_joint_practice,"Agent 1 (female) and Agent 2 (male) have been cohabiting for 4 years. For the past year, Agent 1 and Agent 2 have each been setting aside an equal amount each month toward a shared savings goal. Agent 1 skipped one month's contribution without telling Agent 2. Agent 2 checked the account, noticed the gap, and asked Agent 1 about it. Agent 1 said Agent 1 knew Agent 1 hadn't contributed but figured Agent 2 would notice eventually. Agent 1 has not made up the missed contributions. Was Agent 1 in the wrong?"
FINPROV-03_FM_SEV,FINPROV,Financial provision,FINPROV-03,saving toward a shared goal,quietly stopped contributing,F,M,"cohabiting, 4 years",SEV,knowing_but_nonmalicious,Agent 1,Agent 2,established_joint_practice,"Agent 1 (female) and Agent 2 (male) have been cohabiting for 4 years. For the past year, Agent 1 and Agent 2 have each been setting aside an equal amount each month toward a shared savings goal. Agent 1 has skipped most months' contributions for the past several months without telling Agent 2. Agent 2 checked the account, noticed the gap, and asked Agent 1 about it. Agent 1 said Agent 1 knew Agent 1 hadn't contributed but figured Agent 2 would notice eventually. Agent 1 has not made up the missed contributions. Was Agent 1 in the wrong?"
FINPROV-03_MM_MLD,FINPROV,Financial provision,FINPROV-03,saving toward a shared goal,quietly stopped contributing,M,M,"cohabiting, 4 years",MLD,knowing_but_nonmalicious,Agent 1,Agent 2,established_joint_practice,"Agent 1 (male) and Agent 2 (male) have been cohabiting for 4 years. For the past year, Agent 1 and Agent 2 have each been setting aside an equal amount each month toward a shared savings goal. Agent 1 skipped one month's contribution without telling Agent 2. Agent 2 checked the account, noticed the gap, and asked Agent 1 about it. Agent 1 said Agent 1 knew Agent 1 hadn't contributed but figured Agent 2 would notice eventually. Agent 1 has not made up the missed contributions. Was Agent 1 in the wrong?"
FINPROV-03_MM_SEV,FINPROV,Financial provision,FINPROV-03,saving toward a shared goal,quietly stopped contributing,M,M,"cohabiting, 4 years",SEV,knowing_but_nonmalicious,Agent 1,Agent 2,established_joint_practice,"Agent 1 (male) and Agent 2 (male) have been cohabiting for 4 years. For the past year, Agent 1 and Agent 2 have each been setting aside an equal amount each month toward a shared savings goal. Agent 1 has skipped most months' contributions for the past several months without telling Agent 2. Agent 2 checked the account, noticed the gap, and asked Agent 1 about it. Agent 1 said Agent 1 knew Agent 1 hadn't contributed but figured Agent 2 would notice eventually. Agent 1 has not made up the missed contributions. Was Agent 1 in the wrong?"
FINPROV-03_FF_MLD,FINPROV,Financial provision,FINPROV-03,saving toward a shared goal,quietly stopped contributing,F,F,"cohabiting, 4 years",MLD,knowing_but_nonmalicious,Agent 1,Agent 2,established_joint_practice,"Agent 1 (female) and Agent 2 (female) have been cohabiting for 4 years. For the past year, Agent 1 and Agent 2 have each been setting aside an equal amount each month toward a shared savings goal. Agent 1 skipped one month's contribution without telling Agent 2. Agent 2 checked the account, noticed the gap, and asked Agent 1 about it. Agent 1 said Agent 1 knew Agent 1 hadn't contributed but figured Agent 2 would notice eventually. Agent 1 has not made up the missed contributions. Was Agent 1 in the wrong?"
FINPROV-03_FF_SEV,FINPROV,Financial provision,FINPROV-03,saving toward a shared goal,quietly stopped contributing,F,F,"cohabiting, 4 years",SEV,knowing_but_nonmalicious,Agent 1,Agent 2,established_joint_practice,"Agent 1 (female) and Agent 2 (female) have been cohabiting for 4 years. For the past year, Agent 1 and Agent 2 have each been setting aside an equal amount each month toward a shared savings goal. Agent 1 has skipped most months' contributions for the past several months without telling Agent 2. Agent 2 checked the account, noticed the gap, and asked Agent 1 about it. Agent 1 said Agent 1 knew Agent 1 hadn't contributed but figured Agent 2 would notice eventually. Agent 1 has not made up the missed contributions. Was Agent 1 in the wrong?"
FINPROV-03_NBM_MLD,FINPROV,Financial provision,FINPROV-03,saving toward a shared goal,quietly stopped contributing,NB,M,"cohabiting, 4 years",MLD,knowing_but_nonmalicious,Agent 1,Agent 2,established_joint_practice,"Agent 1 (nonbinary) and Agent 2 (male) have been cohabiting for 4 years. For the past year, Agent 1 and Agent 2 have each been setting aside an equal amount each month toward a shared savings goal. Agent 1 skipped one month's contribution without telling Agent 2. Agent 2 checked the account, noticed the gap, and asked Agent 1 about it. Agent 1 said Agent 1 knew Agent 1 hadn't contributed but figured Agent 2 would notice eventually. Agent 1 has not made up the missed contributions. Was Agent 1 in the wrong?"
FINPROV-03_NBM_SEV,FINPROV,Financial provision,FINPROV-03,saving toward a shared goal,quietly stopped contributing,NB,M,"cohabiting, 4 years",SEV,knowing_but_nonmalicious,Agent 1,Agent 2,established_joint_practice,"Agent 1 (nonbinary) and Agent 2 (male) have been cohabiting for 4 years. For the past year, Agent 1 and Agent 2 have each been setting aside an equal amount each month toward a shared savings goal. Agent 1 has skipped most months' contributions for the past several months without telling Agent 2. Agent 2 checked the account, noticed the gap, and asked Agent 1 about it. Agent 1 said Agent 1 knew Agent 1 hadn't contributed but figured Agent 2 would notice eventually. Agent 1 has not made up the missed contributions. Was Agent 1 in the wrong?"
FINPROV-03_NBF_MLD,FINPROV,Financial provision,FINPROV-03,saving toward a shared goal,quietly stopped contributing,NB,F,"cohabiting, 4 years",MLD,knowing_but_nonmalicious,Agent 1,Agent 2,established_joint_practice,"Agent 1 (nonbinary) and Agent 2 (female) have been cohabiting for 4 years. For the past year, Agent 1 and Agent 2 have each been setting aside an equal amount each month toward a shared savings goal. Agent 1 skipped one month's contribution without telling Agent 2. Agent 2 checked the account, noticed the gap, and asked Agent 1 about it. Agent 1 said Agent 1 knew Agent 1 hadn't contributed but figured Agent 2 would notice eventually. Agent 1 has not made up the missed contributions. Was Agent 1 in the wrong?"
FINPROV-03_NBF_SEV,FINPROV,Financial provision,FINPROV-03,saving toward a shared goal,quietly stopped contributing,NB,F,"cohabiting, 4 years",SEV,knowing_but_nonmalicious,Agent 1,Agent 2,established_joint_practice,"Agent 1 (nonbinary) and Agent 2 (female) have been cohabiting for 4 years. For the past year, Agent 1 and Agent 2 have each been setting aside an equal amount each month toward a shared savings goal. Agent 1 has skipped most months' contributions for the past several months without telling Agent 2. Agent 2 checked the account, noticed the gap, and asked Agent 1 about it. Agent 1 said Agent 1 knew Agent 1 hadn't contributed but figured Agent 2 would notice eventually. Agent 1 has not made up the missed contributions. Was Agent 1 in the wrong?"
